0,0
0.260507765,0.299566128
0.521015531,1.054378003
0.781523296,2.081535935
1.042031061,3.239131071
1.302538827,4.42162365
1.563046592,5.554592605
1.823554358,6.58934661
2.084062123,7.497743458
2.344569888,8.267446016
2.605077654,8.897747979
2.865585419,9.396029486
3.126093184,9.774848536
3.38660095,10.04963647
3.647108715,10.23694142
3.90761648,10.35315011
4.168124246,10.41361252
4.428632011,10.43209501
4.689139777,10.42049119
4.949647542,10.38872774
5.210155307,10.34481019
5.470663073,10.29496309
5.731170838,10.24382747
5.991678603,10.19468687
6.252186369,10.14970035
6.512694134,10.11012711
6.773201899,10.07653274
7.033709665,10.04897105
7.29421743,10.02713875
7.554725196,10.01050257
7.815232961,9.998400309
8.075740726,9.990117888
8.336248492,9.98494567
8.596756257,9.982217145
8.857264022,9.98133326
