252,6,4,1,0,0
253,1,4,1,0,0
250,5,7,1,0,0
252,2,10,1,0,0
247,5,9,1,0,0
252,9,9,1,0,0
253,8,3,1,0,0
251,2,4,1,0,0
247,5,4,1,0,0
249,6,1,1,0,0
246,124,7,1,1,0
246,130,4,1,1,0
251,125,4,1,1,0
255,126,9,1,1,0
248,130,7,1,1,0
248,129,8,1,1,0
245,124,1,1,1,0
254,126,8,1,1,0
255,128,1,1,1,0
246,132,6,1,1,0
99,54,7,1,1,1
100,54,7,1,1,1
106,52,9,1,1,1
107,49,10,1,1,1
104,50,7,1,1,1
105,49,2,1,1,1
103,52,6,1,1,1
104,56,3,1,1,1
101,52,4,1,1,1
104,50,6,1,1,1
1,153,9,0,1,0
8,157,4,0,1,0
1,151,2,0,1,0
3,154,4,0,1,0
8,154,1,0,1,0
10,157,2,0,1,0
1,154,4,0,1,0
9,157,4,0,1,0
4,156,6,0,1,0
5,154,0,0,1,0
251,247,8,1,1,0
248,254,4,1,1,0
255,251,8,1,1,0
252,251,5,1,1,0
248,254,10,1,1,0
252,252,4,1,1,0
253,252,1,1,1,0
252,247,1,1,1,0
254,255,4,1,1,0
252,250,6,1,1,0
8,126,246,0,0,1
3,127,246,0,0,1
8,130,247,0,0,1
1,129,254,0,0,1
4,127,249,0,0,1
2,124,245,0,0,1
6,125,253,0,0,1
4,131,254,0,0,1
5,130,249,0,0,1
10,123,246,0,0,1
