255,0,0,1,0,0
178,61,49,1,0,0
183,6,85,1,0,0
243,83,78,1,0,0
198,48,12,1,0,0
168,47,27,1,0,0
191,24,35,1,0,0
167,27,71,1,0,0
237,18,39,1,0,0
231,12,44,1,0,0
191,100,72,1,0,0
192,93,10,1,0,0
248,56,67,1,0,0
216,56,39,1,0,0
220,72,51,1,0,0
206,52,98,1,0,0
171,8,60,1,0,0
243,12,75,1,0,0
211,4,50,1,0,0
253,65,85,1,0,0
212,12,48,1,0,0
0,150,0,0,1,0
19,187,56,0,1,0
32,147,90,0,1,0
19,101,68,0,1,0
43,124,97,0,1,0
86,183,77,0,1,0
79,134,70,0,1,0
48,111,49,0,1,0
21,120,71,0,1,0
96,138,72,0,1,0
34,190,5,0,1,0
24,183,40,0,1,0
49,171,58,0,1,0
27,106,48,0,1,0
69,144,49,0,1,0
48,149,44,0,1,0
43,166,95,0,1,0
94,180,54,0,1,0
37,179,39,0,1,0
56,183,45,0,1,0
88,122,27,0,1,0
255,255,0,1,1,0
225,230,64,1,1,0
251,171,12,1,1,0
197,251,26,1,1,0
191,170,25,1,1,0
161,157,65,1,1,0
201,178,36,1,1,0
244,174,62,1,1,0
170,190,63,1,1,0
203,213,88,1,1,0
241,227,33,1,1,0
234,203,23,1,1,0
226,172,51,1,1,0
250,211,59,1,1,0
217,250,43,1,1,0
229,196,14,1,1,0
204,212,3,1,1,0
225,186,36,1,1,0
157,226,54,1,1,0
174,213,31,1,1,0
239,225,35,1,1,0
0,128,255,0,1,1
26,83,239,0,1,1
2,116,240,0,1,1
78,164,199,0,1,1
2,88,184,0,1,1
70,104,226,0,1,1
1,139,157,0,1,1
28,95,217,0,1,1
63,161,172,0,1,1
67,144,212,0,1,1
72,163,213,0,1,1
81,111,157,0,1,1
55,88,203,0,1,1
68,95,186,0,1,1
28,161,177,0,1,1
57,109,184,0,1,1
34,109,195,0,1,1
72,177,220,0,1,1
5,133,207,0,1,1
26,87,217,0,1,1
20,172,249,0,1,1
