195,101,80,400,1,0,0,0,0,0
201,116,93,400,1,0,0,0,0,0
219,116,86,400,1,0,0,0,0,0
211,104,83,401,1,0,0,0,0,0
211,103,84,401,1,0,0,0,0,0
207,110,87,405,1,0,0,0,0,0
204,122,90,406,1,0,0,0,0,0
218,121,87,406,1,0,0,0,0,0
216,120,87,407,1,0,0,0,0,0
220,117,86,407,1,0,0,0,0,0
229,116,85,407,1,0,0,0,0,0
211,117,89,409,1,0,0,0,0,0
220,117,88,410,1,0,0,0,0,0
238,106,92,411,1,0,0,0,0,0
237,115,82,412,1,0,0,0,0,0
230,113,83,413,1,0,0,0,0,0
212,115,85,414,1,0,0,0,0,0
233,116,89,416,1,0,0,0,0,0
212,106,80,417,1,0,0,0,0,0
216,118,88,417,1,0,0,0,0,0
221,123,88,417,1,0,0,0,0,0
223,125,90,418,1,0,0,0,0,0
229,122,88,420,1,0,0,0,0,0
238,106,85,421,1,0,0,0,0,0
254,116,86,422,1,0,0,0,0,0
226,114,88,423,1,0,0,0,0,0
235,116,86,423,1,0,0,0,0,0
224,110,83,424,1,0,0,0,0,0
235,117,86,424,1,0,0,0,0,0
230,118,90,425,1,0,0,0,0,0
217,129,92,426,1,0,0,0,0,0
227,117,91,426,1,0,0,0,0,0
237,113,89,426,1,0,0,0,0,0
248,107,81,429,1,0,0,0,0,0
217,126,93,430,1,0,0,0,0,0
215,131,96,432,1,0,0,0,0,0
239,121,88,435,1,0,0,0,0,0
240,128,92,435,1,0,0,0,0,0
221,124,93,436,1,0,0,0,0,0
221,109,84,437,1,0,0,0,0,0
241,122,88,437,1,0,0,0,0,0
245,106,81,437,1,0,0,0,0,0
239,119,89,438,1,0,0,0,0,0
241,123,94,438,1,0,0,0,0,0
206,125,105,439,1,0,0,0,0,0
221,118,91,439,1,0,0,0,0,0
227,119,95,439,1,0,0,0,0,0
229,116,87,439,1,0,0,0,0,0
250,119,90,439,1,0,0,0,0,0
218,133,97,440,1,0,0,0,0,0
258,109,83,441,1,0,0,0,0,0
231,115,94,442,1,0,0,0,0,0
253,126,91,444,1,0,0,0,0,0
258,106,82,444,1,0,0,0,0,0
262,123,91,445,1,0,0,0,0,0
239,107,84,446,1,0,0,0,0,0
245,125,94,446,1,0,0,0,0,0
236,128,93,447,1,0,0,0,0,0
238,123,92,447,1,0,0,0,0,0
297,102,80,447,1,0,0,0,0,0
222,135,98,448,1,0,0,0,0,0
237,134,96,449,1,0,0,0,0,0
241,131,94,449,1,0,0,0,0,0
223,130,98,450,1,0,0,0,0,0
230,136,98,453,1,0,0,0,0,0
231,138,97,454,1,0,0,0,0,0
224,142,103,455,1,0,0,0,0,0
240,137,97,455,1,0,0,0,0,0
256,129,95,455,1,0,0,0,0,0
301,102,80,455,1,0,0,0,0,0
224,131,105,456,1,0,0,0,0,0
227,134,99,457,1,0,0,0,0,0
228,140,101,457,1,0,0,0,0,0
236,118,91,457,1,0,0,0,0,0
272,125,91,457,1,0,0,0,0,0
222,134,104,459,1,0,0,0,0,0
230,133,102,459,1,0,0,0,0,0
233,127,92,459,1,0,0,0,0,0
244,114,91,459,1,0,0,0,0,0
254,132,95,460,1,0,0,0,0,0
269,125,95,460,1,0,0,0,0,0
236,130,96,462,1,0,0,0,0,0
265,117,88,462,1,0,0,0,0,0
248,121,95,466,1,0,0,0,0,0
250,136,97,467,1,0,0,0,0,0
282,119,92,469,1,0,0,0,0,0
243,125,97,472,1,0,0,0,0,0
244,141,106,474,1,0,0,0,0,0
250,127,98,474,1,0,0,0,0,0
263,125,98,474,1,0,0,0,0,0
249,133,100,475,1,0,0,0,0,0
249,128,96,477,1,0,0,0,0,0
250,122,95,477,1,0,0,0,0,0
243,134,105,478,1,0,0,0,0,0
249,139,101,478,1,0,0,0,0,0
244,147,106,481,1,0,0,0,0,0
255,128,100,481,1,0,0,0,0,0
268,127,96,487,1,0,0,0,0,0
233,145,115,488,1,0,0,0,0,0
253,135,98,489,1,0,0,0,0,0
257,128,97,490,1,0,0,0,0,0
258,146,106,490,1,0,0,0,0,0
252,141,103,491,1,0,0,0,0,0
264,130,95,492,1,0,0,0,0,0
252,151,105,493,1,0,0,0,0,0
261,145,107,493,1,0,0,0,0,0
241,149,115,494,1,0,0,0,0,0
269,134,103,495,1,0,0,0,0,0
251,144,109,496,1,0,0,0,0,0
252,128,98,496,1,0,0,0,0,0
262,133,97,499,1,0,0,0,0,0
254,123,99,500,1,0,0,0,0,0
275,127,110,500,1,0,0,0,0,0
234,143,115,504,1,0,0,0,0,0
252,131,104,505,1,0,0,0,0,0
296,123,95,507,1,0,0,0,0,0
289,133,95,510,1,0,0,0,0,0
294,132,95,514,1,0,0,0,0,0
264,157,115,518,1,0,0,0,0,0
275,156,112,518,1,0,0,0,0,0
258,138,106,521,1,0,0,0,0,0
269,136,107,521,1,0,0,0,0,0
257,138,107,524,1,0,0,0,0,0
247,154,117,526,1,0,0,0,0,0
250,163,122,526,1,0,0,0,0,0
303,136,102,526,1,0,0,0,0,0
289,139,112,528,1,0,0,0,0,0
266,136,110,530,1,0,0,0,0,0
287,142,102,530,1,0,0,0,0,0
314,141,99,530,1,0,0,0,0,0
302,140,106,532,1,0,0,0,0,0
293,142,103,537,1,0,0,0,0,0
315,151,107,539,1,0,0,0,0,0
257,163,124,541,1,0,0,0,0,0
321,150,106,544,1,0,0,0,0,0
274,142,110,545,1,0,0,0,0,0
279,164,121,553,1,0,0,0,0,0
276,164,118,557,1,0,0,0,0,0
270,164,125,561,1,0,0,0,0,0
292,175,127,565,1,0,0,0,0,0
286,171,129,566,1,0,0,0,0,0
274,151,118,571,1,0,0,0,0,0
306,169,125,575,1,0,0,0,0,0
289,152,118,576,1,0,0,0,0,0
266,172,133,577,1,0,0,0,0,0
283,152,125,579,1,0,0,0,0,0
314,169,126,580,1,0,0,0,0,0
290,177,130,584,1,0,0,0,0,0
290,148,118,584,1,0,0,0,0,0
317,153,125,585,1,0,0,0,0,0
297,177,133,589,1,0,0,0,0,0
300,180,133,591,1,0,0,0,0,0
298,160,126,599,1,0,0,0,0,0
304,181,133,603,1,0,0,0,0,0
298,161,125,611,1,0,0,0,0,0
319,185,139,611,1,0,0,0,0,0
324,162,132,615,1,0,0,0,0,0
365,167,117,628,1,0,0,0,0,0
307,185,141,633,1,0,0,0,0,0
327,191,141,636,1,0,0,0,0,0
306,194,148,651,1,0,0,0,0,0
329,201,148,655,1,0,0,0,0,0
320,182,149,661,1,0,0,0,0,0
329,203,150,667,1,0,0,0,0,0
319,202,151,678,1,0,0,0,0,0
326,184,148,679,1,0,0,0,0,0
339,205,155,680,1,0,0,0,0,0
342,202,153,687,1,0,0,0,0,0
348,204,151,688,1,0,0,0,0,0
339,209,155,689,1,0,0,0,0,0
345,218,161,710,1,0,0,0,0,0
347,220,164,710,1,0,0,0,0,0
351,220,163,716,1,0,0,0,0,0
349,191,154,720,1,0,0,0,0,0
351,224,167,727,1,0,0,0,0,0
352,202,166,735,1,0,0,0,0,0
356,209,171,752,1,0,0,0,0,0
364,214,174,773,1,0,0,0,0,0
373,248,183,786,1,0,0,0,0,0
369,216,175,787,1,0,0,0,0,0
370,217,176,790,1,0,0,0,0,0
373,247,183,800,1,0,0,0,0,0
374,247,183,801,1,0,0,0,0,0
377,251,186,804,1,0,0,0,0,0
376,252,187,807,1,0,0,0,0,0
377,252,187,807,1,0,0,0,0,0
426,190,112,761,0,1,0,0,0,0
444,188,112,781,0,1,0,0,0,0
446,194,111,784,0,1,0,0,0,0
455,187,111,786,0,1,0,0,0,0
430,204,114,787,0,1,0,0,0,0
457,194,112,788,0,1,0,0,0,0
427,210,116,793,0,1,0,0,0,0
432,204,117,793,0,1,0,0,0,0
458,198,110,796,0,1,0,0,0,0
423,212,131,800,0,1,0,0,0,0
436,206,120,800,0,1,0,0,0,0
446,203,115,802,0,1,0,0,0,0
462,194,117,808,0,1,0,0,0,0
451,205,121,811,0,1,0,0,0,0
460,202,117,811,0,1,0,0,0,0
447,208,118,812,0,1,0,0,0,0
473,196,116,815,0,1,0,0,0,0
458,209,117,822,0,1,0,0,0,0
474,199,113,823,0,1,0,0,0,0
507,186,106,825,0,1,0,0,0,0
485,200,113,825,0,1,0,0,0,0
455,209,124,826,0,1,0,0,0,0
459,207,126,827,0,1,0,0,0,0
450,212,124,828,0,1,0,0,0,0
455,211,120,830,0,1,0,0,0,0
