2.275896636,1.392464294,0
2.145661859,1.63061011,0
0.278718512,0.268035393,0
0.084258507,0.186008978,0
0.378904916,0.299234536,0
2.377261625,0.213931961,0
2.474117115,0.288845014,0
0.112559397,0.233148391,0
1.384628527,1.466846368,0
2.166831428,0.70488268,0
0.225284818,1.818228785,0
0.268143066,1.445483703,0
0.677921145,0.539719367,0
2.4138002,1.148174862,0
0.683756495,0.537879215,0
0.595626597,0.215680091,0
1.892327488,0.850459185,0
0.083416268,1.068099031,0
1.894381732,0.484718519,0
2.202486815,0.584180401,0
2.205363407,5.370878868,1
3.05282753,4.471356072,1
1.813435764,4.394597764,1
2.135474144,4.702795058,1
1.616089812,5.732030889,1
3.232172208,4.074932292,1
2.394636063,5.218339548,1
2.706438166,5.139987723,1
1.578364597,4.763827589,1
3.081955937,5.808373492,1
2.956849089,4.751423911,1
2.59811795,5.065571586,1
2.773744722,5.719103865,1
3.392436021,5.937365169,1
2.814283456,5.452237347,1
2.512992209,4.823545151,1
3.032517104,4.237549277,1
1.963838213,5.434631569,1
3.000375843,5.159593407,1
2.731592563,4.179418497,1
